1 14569.000000
1001 14.554446
2001 7.291792
3001 4.903736
4001 3.740436
5001 3.084692
6001 2.668315
7001 2.358588
8001 2.156134
9001 2.035914
10001 1.892815
11001 1.796646
12001 1.726389
13001 1.657829
14001 1.605753
15001 1.567402
16001 1.529393
17001 1.496098
18001 1.457191
19001 1.430437
20001 1.411451
21001 1.393496
22001 1.366954
23001 1.340788
24001 1.342023
25001 1.315961
26001 1.311223
27001 1.291235
28001 1.285992
29001 1.270183
30001 1.265219
31001 1.251847
32001 1.241077
33001 1.236547
34001 1.228829
35001 1.223463
36001 1.217533
37001 1.211862
38001 1.205245
39001 1.204946
40001 1.191154
41001 1.192031
42001 1.183413
43001 1.180058
44001 1.172367
45001 1.173594
46001 1.166640
47001 1.160414
48001 1.164123
49001 1.152428
50001 1.153706
51001 1.153249
52001 1.147165
53001 1.144372
54001 1.135896
55001 1.140431
56001 1.131397
57001 1.136516
58001 1.126672
59001 1.130607
60001 1.126237
61001 1.125976
62001 1.122160
63001 1.121037
64001 1.121124
65001 1.121901
66001 1.117083
67001 1.113668
68001 1.108246
69001 1.109343
70001 1.103879
71001 1.101043
72001 1.104549
73001 1.102042
74001 1.102376
75001 1.100793
76001 1.100128
77001 1.099215
78001 1.088945
79001 1.098469
80001 1.097476
81001 1.094262
82001 1.091883
83001 1.090576
84001 1.093276
85001 1.089841
86001 1.086833
87001 1.084649
88001 1.085699
89001 1.080306
90001 1.080065
91001 1.085538
92001 1.078466
93001 1.085780
94001 1.081508
95001 1.079025
96001 1.076713
97001 1.076792
98001 1.073460
99001 1.075520
100001 1.074093
101001 1.075600
102001 1.073302
103001 1.073618
104001 1.074014
105001 1.070384
106001 1.071329
107001 1.072354
108001 1.067952
109001 1.068814
110001 1.065686
111001 1.063353
112001 1.065453
113001 1.064518
114001 1.066935
115001 1.064518
116001 1.066623
117001 1.067639
118001 1.057794
119001 1.065141
120001 1.061262
121001 1.058409
122001 1.061571
123001 1.060721
124001 1.061339
125001 1.059949
126001 1.058563
127001 1.058102
128001 1.056873
129001 1.055801
130001 1.056031
131001 1.055725
132001 1.054655
133001 1.058102
134001 1.055342
135001 1.054121
136001 1.054578
137001 1.051686
138001 1.050624
139001 1.055648
140001 1.055342
141001 1.052217
142001 1.050927
143001 1.053054
144001 1.049640
145001 1.052826
146001 1.050927
147001 1.051761
148001 1.049262
149001 1.050094
150001 1.048507
151001 1.050700
152001 1.050472
153001 1.047677
154001 1.045572
155001 1.045872
156001 1.049186
157001 1.046924
158001 1.046098
159001 1.045347
160001 1.047075
161001 1.045797
162001 1.043924
163001 1.043326
164001 1.047903
165001 1.046173
166001 1.042281
167001 1.044822
168001 1.041759
169001 1.041908
170001 1.042206
171001 1.046323
172001 1.043999
173001 1.041387
174001 1.039529
175001 1.041908
176001 1.042132
177001 1.043999
178001 1.042206
179001 1.038270
180001 1.041163
181001 1.038344
182001 1.039010
183001 1.037161
184001 1.039307
185001 1.039084
186001 1.036128
187001 1.038788
188001 1.039010
189001 1.038788
190001 1.042355
191001 1.037900
192001 1.038936
193001 1.038788
194001 1.039158
195001 1.038122
196001 1.037309
197001 1.038122
198001 1.038122
199001 1.037678
200001 1.036423
201001 1.034951
202001 1.033262
203001 1.035981
204001 1.038788
205001 1.035686
206001 1.033996
207001 1.035760
208001 1.034436
209001 1.032457
210001 1.033409
211001 1.034289
212001 1.035760
213001 1.035318
214001 1.033702
215001 1.033189
216001 1.031215
217001 1.033702
218001 1.033482
219001 1.032091
220001 1.033629
221001 1.034069
222001 1.032530
223001 1.032896
224001 1.035834
225001 1.031945
226001 1.031215
227001 1.033189
228001 1.030558
229001 1.031726
230001 1.031069
231001 1.031288
232001 1.029975
233001 1.030631
234001 1.032311
235001 1.033702
236001 1.030850
237001 1.029830
238001 1.030704
239001 1.031872
240001 1.028957
241001 1.030704
242001 1.029975
243001 1.030923
244001 1.028957
245001 1.032384
246001 1.029248
247001 1.031580
248001 1.030485
249001 1.030267
250001 1.028957
251001 1.028013
252001 1.029757
253001 1.028957
254001 1.030339
255001 1.031142
256001 1.029757
257001 1.027071
258001 1.027578
259001 1.028884
260001 1.027723
261001 1.027578
262001 1.027433
263001 1.027288
264001 1.027361
265001 1.026854
266001 1.030485
267001 1.027216
268001 1.025841
269001 1.026420
270001 1.028521
271001 1.028739
272001 1.027650
273001 1.027505
274001 1.026854
275001 1.028231
276001 1.030121
277001 1.026709
278001 1.024039
279001 1.023607
280001 1.026926
281001 1.023248
282001 1.025480
283001 1.024471
284001 1.027433
285001 1.025047
286001 1.024903
287001 1.027361
288001 1.026564
289001 1.026275
290001 1.027868
291001 1.027433
292001 1.025769
293001 1.023104
294001 1.023463
295001 1.022458
296001 1.024831
297001 1.025553
298001 1.026564
299001 1.022960
300001 1.023391
301001 1.023032
302001 1.024327
303001 1.023248
304001 1.023607
305001 1.023607
306001 1.023823
307001 1.021597
308001 1.023607
309001 1.022171
310001 1.024039
311001 1.026709
312001 1.023320
313001 1.022817
314001 1.024327
315001 1.022458
316001 1.022673
317001 1.023104
318001 1.024327
319001 1.022027
320001 1.023895
321001 1.024975
322001 1.024255
323001 1.023463
324001 1.023320
325001 1.022817
326001 1.021597
327001 1.021096
328001 1.023104
329001 1.024111
330001 1.022171
331001 1.018170
332001 1.024543
333001 1.022027
334001 1.021741
335001 1.021526
336001 1.020524
337001 1.021741
338001 1.020524
339001 1.019738
340001 1.022673
341001 1.019738
342001 1.021168
343001 1.022314
344001 1.022745
345001 1.020810
346001 1.019168
347001 1.021669
348001 1.021239
349001 1.020310
350001 1.020024
351001 1.021311
352001 1.021168
353001 1.020810
354001 1.021383
355001 1.018313
356001 1.020810
357001 1.017886
358001 1.020595
359001 1.021454
360001 1.019667
361001 1.020381
362001 1.020667
363001 1.021168
